Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeTeamOverallFormL3,AwayTeamOverallFormL3,HomeTeamHomeFormL3,AwayTeamAwayFormL3,HomeTeamPromoted,AwayTeamPromoted,HomeTeamAvgGoalsScoredOverall,HomeTeamAvgGoalsConcededOverall,AwayTeamAvgGoalsScoredOverall,AwayTeamAvgGoalsConcededOverall,HomeTeamAvgGoalsScoredHome,HomeTeamAvgGoalsConcededHome,AwayTeamAvgGoalsScoredAway,AwayTeamAvgGoalsConcededAway,HomeTeamAvgGoalsScoredOverallL3,HomeTeamAvgGoalsConcededOverallL3,AwayTeamAvgGoalsScoredOverallL3,AwayTeamAvgGoalsConcededOverallL3,HomeTeamAvgGoalsScoredHomeL3,HomeTeamAvgGoalsConcededHomeL3,AwayTeamAvgGoalsScoredAwayL3,AwayTeamAvgGoalsConcededAwayL3
F1,23/09/2016,Toulouse,Paris SG,2,0,H,0.67,0.78,1.0,0.67,0,0,1.5,0.83,2.5,0.67,3.0,1.0,2.67,1.0,1.67,1.33,3.33,0.33,3.0,1.0,2.67,1.0
F1,24/09/2016,Bastia,Guingamp,1,0,H,0.44,0.44,0.44,0.44,0,0,0.83,0.83,1.5,1.0,0.67,0.67,1.67,1.33,0.67,0.67,1.0,1.0,0.67,0.67,1.67,1.33
F1,24/09/2016,Bordeaux,Caen,0,0,D,0.67,0.0,0.67,0.0,0,0,1.83,1.33,1.0,2.33,1.33,1.0,0.33,2.0,2.0,0.67,0.33,3.33,1.33,1.0,0.33,2.0
F1,24/09/2016,Dijon,Rennes,3,0,H,0.11,0.67,0.44,0.11,1,0,0.83,1.67,1.33,1.17,1.33,1.0,0.33,1.67,0.33,2.0,1.67,1.67,1.33,1.0,0.33,1.67
F1,24/09/2016,Lorient,Lyon,1,0,H,0.33,0.44,0.33,0.44,0,0,0.5,1.83,2.17,1.33,0.33,1.67,1.67,1.33,0.33,1.0,2.0,1.33,0.33,1.67,1.67,1.33
F1,24/09/2016,Monaco,Angers,2,1,H,0.67,1.0,0.78,0.33,0,0,2.17,1.33,1.0,1.0,2.67,1.0,0.33,1.0,2.33,1.67,2.0,0.67,2.67,1.0,0.33,1.0
F1,24/09/2016,Montpellier,Metz,0,1,A,0.22,0.44,0.56,0.44,0,1,1.0,1.83,1.33,1.33,1.0,0.67,1.0,1.0,1.0,2.33,1.0,1.0,1.0,0.67,1.0,1.0
F1,25/09/2016,Marseille,Nantes,2,1,H,0.11,0.22,0.56,0.44,0,0,1.17,1.33,0.33,1.0,0.67,0.0,0.67,0.67,1.33,2.0,0.33,1.33,0.67,0.0,0.67,0.67
F1,25/09/2016,Nancy,Nice,0,1,A,0.56,0.78,0.11,0.67,1,0,0.5,1.33,1.83,0.67,0.33,2.0,1.0,0.5,1.0,0.33,2.67,1.0,0.33,2.0,1.0,0.5
F1,25/09/2016,St Etienne,Lille,3,1,H,0.56,0.0,0.78,0.11,0,0,1.17,0.83,1.0,1.83,1.33,0.33,1.0,1.67,0.67,0.33,0.67,2.33,1.33,0.33,1.0,1.67
F1,30/09/2016,Rennes,Guingamp,1,0,H,0.33,0.33,1.0,0.33,0,0,1.14,1.43,1.29,1.0,2.33,0.67,1.25,1.25,1.0,2.67,0.67,1.0,2.33,0.67,1.0,1.0
F1,01/10/2016,Caen,Toulouse,1,0,H,0.11,1.0,0.67,0.44,0,0,0.86,2.0,1.57,0.71,1.67,2.67,0.75,0.75,0.33,2.67,2.0,0.67,1.67,2.67,1.0,1.0
F1,01/10/2016,Dijon,Montpellier,3,3,D,0.44,0.11,0.78,0.11,1,0,1.14,1.43,0.86,1.71,1.75,0.75,1.0,3.0,1.0,1.0,0.67,2.33,2.33,0.67,1.0,3.0
F1,01/10/2016,Lille,Nancy,1,0,H,0.0,0.22,0.33,0.44,0,1,1.0,2.0,0.43,1.29,1.0,2.0,0.67,0.67,0.67,2.0,0.33,0.67,1.0,2.0,0.67,0.67
F1,01/10/2016,Metz,Monaco,0,7,A,0.44,0.67,0.67,0.67,1,0,1.29,1.14,2.14,1.29,1.67,1.67,1.67,1.67,0.33,1.0,1.67,1.67,1.67,1.67,1.67,1.67
F1,01/10/2016,Nantes,Bastia,1,0,H,0.22,0.44,0.11,0.33,0,0,0.43,1.14,0.86,0.71,0.0,1.33,1.0,1.0,0.67,1.0,0.33,0.33,0.0,1.33,1.0,1.0
F1,01/10/2016,Paris SG,Bordeaux,2,0,H,0.67,0.44,0.78,0.67,0,0,2.14,0.86,1.57,1.14,2.33,0.33,2.33,1.67,3.0,0.67,1.0,0.33,2.33,0.33,2.33,1.67
F1,02/10/2016,Angers,Marseille,1,1,D,0.67,0.44,0.67,0.0,0,0,1.0,1.14,1.29,1.29,1.67,1.0,1.67,2.67,1.33,1.0,1.33,1.33,1.67,1.0,1.67,2.67
F1,02/10/2016,Lyon,St Etienne,2,0,H,0.44,0.78,0.67,0.22,0,0,1.86,1.29,1.43,0.86,2.67,1.33,1.0,1.33,1.67,0.67,1.33,0.33,2.67,1.33,1.0,1.33
F1,02/10/2016,Nice,Lorient,2,1,H,0.78,0.67,0.78,0.0,0,0,1.71,0.57,0.57,1.57,2.25,0.75,0.67,2.0,2.0,0.33,0.67,0.33,2.67,1.0,0.67,2.0
F1,14/10/2016,Nice,Lyon,2,0,H,1.0,0.67,1.0,0.11,0,0,1.75,0.62,1.88,1.12,2.2,0.8,1.25,1.25,2.33,0.33,2.33,0.67,3.0,1.0,0.67,1.67
F1,14/10/2016,Toulouse,Monaco,3,1,H,0.67,0.67,1.0,0.67,0,0,1.38,0.75,2.75,1.12,2.67,0.67,3.0,1.25,1.33,0.67,3.0,1.67,2.67,0.67,3.67,1.67
F1,15/10/2016,Bastia,Angers,1,2,A,0.44,0.44,0.78,0.33,0,0,0.75,0.75,1.0,1.12,0.75,0.5,0.5,1.25,0.33,0.33,1.33,1.33,1.0,0.33,0.67,1.33
F1,15/10/2016,Guingamp,Lille,1,0,H,0.33,0.33,0.78,0.11,0,0,1.12,1.0,1.0,1.75,1.33,0.67,1.0,2.0,0.33,0.67,1.0,1.67,1.33,0.67,0.67,1.67
F1,15/10/2016,Lorient,Nantes,1,2,A,0.33,0.44,0.67,0.11,0,0,0.62,1.62,0.5,1.0,0.5,1.25,0.75,1.0,0.67,1.0,0.67,0.67,0.67,0.67,0.67,1.33
F1,15/10/2016,Montpellier,Caen,3,2,H,0.11,0.44,0.22,0.11,0,0,1.12,1.88,0.88,1.75,0.75,0.75,0.25,1.5,1.33,3.0,0.67,0.67,0.67,1.0,0.33,1.33
F1,15/10/2016,Nancy,Paris SG,1,2,A,0.11,0.67,0.11,0.33,1,0,0.38,1.25,2.12,0.75,0.25,1.75,2.0,1.25,0.0,0.67,1.67,0.67,0.33,1.33,2.33,1.67
F1,16/10/2016,Marseille,Metz,1,0,H,0.44,0.33,0.78,0.78,0,1,1.25,1.25,1.12,1.88,1.0,0.25,1.0,0.75,1.67,1.67,0.33,3.33,1.33,0.33,1.33,0.0
F1,16/10/2016,Rennes,Bordeaux,1,1,D,0.67,0.44,1.0,0.67,0,0,1.12,1.25,1.38,1.25,2.0,0.5,1.75,1.75,1.33,1.67,1.0,0.67,2.0,0.67,2.0,1.0
F1,16/10/2016,St Etienne,Dijon,1,1,D,0.44,0.44,0.78,0.0,0,1,1.25,1.0,1.38,1.62,1.75,0.5,0.33,2.33,1.0,1.0,2.0,2.0,1.33,0.33,0.33,2.33
F1,21/10/2016,Monaco,Montpellier,6,2,H,0.67,0.44,1.0,0.22,0,0,2.56,1.33,1.33,1.89,2.5,1.0,1.5,3.0,3.33,1.33,2.0,2.0,2.67,0.67,1.67,3.0
F1,22/10/2016,Angers,Toulouse,0,0,D,0.44,0.67,0.78,0.33,0,0,1.11,1.11,1.56,0.78,1.5,1.0,0.6,0.8,1.33,1.33,1.67,0.67,2.0,1.0,1.0,1.33
F1,22/10/2016,Bordeaux,Nancy,1,1,D,0.22,0.0,0.44,0.44,0,1,1.33,1.22,0.44,1.33,1.0,0.75,0.5,0.75,0.33,1.0,0.33,1.33,0.33,0.33,0.67,0.33
F1,22/10/2016,Dijon,Lorient,1,0,H,0.56,0.33,0.56,0.0,1,0,1.33,1.56,0.67,1.67,2.0,1.2,0.75,2.0,2.33,1.33,1.0,1.33,2.0,1.0,0.33,1.67
F1,22/10/2016,Lille,Bastia,2,1,H,0.33,0.33,0.33,0.0,0,0,0.89,1.67,0.78,0.89,1.0,1.5,0.75,1.0,0.67,1.33,0.67,1.0,1.0,2.0,0.0,1.33
F1,22/10/2016,Lyon,Guingamp,1,3,A,0.33,0.33,0.67,0.0,0,0,1.67,1.22,1.11,0.89,2.5,1.0,1.0,1.2,0.67,1.0,0.33,0.67,2.67,1.33,0.33,1.33
F1,22/10/2016,Nantes,Rennes,1,2,A,0.67,0.44,0.44,0.11,0,0,0.67,1.0,1.11,1.22,0.25,1.0,0.25,2.0,1.33,1.0,0.67,1.33,0.33,1.0,0.33,2.33
F1,23/10/2016,Caen,St Etienne,0,2,A,0.44,0.44,0.67,0.22,0,0,1.0,1.89,1.22,1.0,1.5,2.0,0.75,1.5,1.0,1.0,1.33,1.33,1.0,2.0,0.33,1.0
F1,23/10/2016,Metz,Nice,2,4,A,0.33,1.0,0.33,0.78,1,0,1.0,1.78,1.78,0.56,1.25,3.0,1.0,0.33,0.33,2.67,1.67,0.33,0.67,3.33,1.0,0.33
F1,23/10/2016,Paris SG,Marseille,0,0,D,0.67,0.78,0.78,0.11,0,0,2.11,0.78,1.22,1.11,2.25,0.25,1.5,2.25,1.33,1.0,1.33,0.67,2.0,0.33,1.67,2.33
F1,28/10/2016,Lille,Paris SG,0,1,A,0.67,0.78,0.67,0.67,0,0,1.0,1.6,1.9,0.7,1.2,1.4,2.0,1.2,1.0,0.67,1.33,0.33,1.33,1.0,2.67,1.0
F1,29/10/2016,Bastia,Dijon,0,0,D,0.0,0.56,0.44,0.11,0,1,0.8,1.0,1.3,1.4,0.8,0.8,0.5,2.0,0.67,1.67,1.67,1.33,0.67,0.67,0.67,2.33
F1,29/10/2016,Guingamp,Angers,1,0,H,0.67,0.56,0.78,0.67,0,0,1.3,0.9,1.0,1.0,1.25,0.5,0.8,1.2,1.33,0.67,1.0,0.67,1.0,0.33,1.33,1.0
F1,29/10/2016,Lorient,Montpellier,2,2,D,0.0,0.44,0.67,0.11,0,0,0.6,1.6,1.4,2.3,0.6,1.4,1.6,3.6,0.67,1.67,2.67,3.67,1.0,0.67,2.0,4.67
F1,29/10/2016,Nancy,Caen,2,0,H,0.11,0.33,0.11,0.11,1,0,0.5,1.3,0.9,1.9,0.4,1.8,0.6,1.8,0.67,1.33,1.0,1.67,0.67,1.33,1.0,1.67
F1,29/10/2016,St Etienne,Monaco,1,1,D,0.44,0.67,0.78,0.33,0,0,1.3,0.9,2.9,1.4,1.6,0.6,2.6,1.6,1.0,1.0,4.67,1.67,1.67,0.67,2.67,2.33
