Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeTeamOverallFormL3,AwayTeamOverallFormL3,HomeTeamHomeFormL3,AwayTeamAwayFormL3,HomeTeamPromoted,AwayTeamPromoted,HomeTeamAvgGoalsScoredOverall,HomeTeamAvgGoalsConcededOverall,AwayTeamAvgGoalsScoredOverall,AwayTeamAvgGoalsConcededOverall,HomeTeamAvgGoalsScoredHome,HomeTeamAvgGoalsConcededHome,AwayTeamAvgGoalsScoredAway,AwayTeamAvgGoalsConcededAway,HomeTeamAvgGoalsScoredOverallL3,HomeTeamAvgGoalsConcededOverallL3,AwayTeamAvgGoalsScoredOverallL3,AwayTeamAvgGoalsConcededOverallL3,HomeTeamAvgGoalsScoredHomeL3,HomeTeamAvgGoalsConcededHomeL3,AwayTeamAvgGoalsScoredAwayL3,AwayTeamAvgGoalsConcededAwayL3
D1,14/10/2016,Dortmund,Hertha,1,1,D,0.67,0.44,1.0,0.44,0,0,2.67,1.0,1.83,1.17,3.67,0.67,1.67,2.0,2.67,1.33,1.67,2.0,3.67,0.67,1.67,2.0
D1,15/10/2016,Augsburg,Schalke 04,1,1,D,0.44,0.33,0.33,0.0,0,0,0.83,1.33,1.0,1.67,0.67,1.67,0.33,1.67,0.67,0.67,2.0,1.67,0.67,1.67,0.33,1.67
D1,15/10/2016,Ein Frankfurt,Bayern Munich,2,2,D,0.44,0.78,0.78,1.0,0,0,1.33,1.0,2.67,0.33,2.0,1.33,1.5,0.0,1.67,1.33,1.67,0.33,2.0,1.33,1.5,0.0
D1,15/10/2016,FC Koln,Ingolstadt,2,1,H,0.56,0.0,0.78,0.11,0,0,1.67,0.5,0.5,2.0,2.0,0.33,0.67,2.0,1.67,1.0,0.33,2.0,2.0,0.33,0.67,2.0
D1,15/10/2016,Hoffenheim,Freiburg,2,1,H,0.78,0.67,0.56,0.0,0,1,1.83,1.5,1.17,1.5,1.33,1.0,0.67,2.67,1.67,1.0,1.0,1.0,1.33,1.0,0.67,2.67
D1,15/10/2016,M'gladbach,Hamburg,0,0,D,0.44,0.0,1.0,0.0,0,0,1.67,1.67,0.33,2.0,2.67,0.67,0.33,2.0,1.0,1.67,0.0,1.33,2.67,0.67,0.33,2.0
D1,15/10/2016,Werder Bremen,Leverkusen,2,1,H,0.44,0.78,0.33,0.33,0,0,1.17,2.83,1.67,1.17,1.33,1.67,1.67,2.0,1.67,1.67,1.67,0.67,1.33,1.67,1.67,2.0
D1,16/10/2016,Mainz,Darmstadt,2,1,H,0.44,0.22,0.17,0.0,0,0,2.0,1.83,0.67,2.0,3.0,3.5,0.0,3.0,1.33,1.33,1.0,1.33,3.0,3.5,0.0,3.0
D1,16/10/2016,Wolfsburg,RB Leipzig,0,1,A,0.11,0.56,0.22,0.56,0,1,0.67,1.17,1.83,0.83,0.33,1.67,2.33,1.0,0.67,2.33,1.33,1.0,0.33,1.67,2.33,1.0
D1,21/10/2016,Hamburg,Ein Frankfurt,0,3,A,0.11,0.22,0.11,0.33,0,0,0.29,1.71,1.43,1.14,0.33,2.0,0.67,0.67,0.0,1.0,1.67,2.0,0.33,2.0,0.67,0.67
D1,22/10/2016,Bayern Munich,M'gladbach,2,0,H,0.56,0.44,0.78,0.11,0,0,2.57,0.57,1.43,1.43,3.25,0.5,0.67,2.67,1.33,1.0,0.67,1.33,2.33,0.67,0.67,2.67
D1,22/10/2016,Darmstadt,Wolfsburg,3,1,H,0.11,0.11,0.56,0.44,0,0,0.71,2.0,0.57,1.14,1.33,1.0,1.0,0.67,1.0,1.67,0.33,1.0,1.33,1.0,1.0,0.67
D1,22/10/2016,Freiburg,Augsburg,2,1,H,0.33,0.44,1.0,0.44,1,0,1.14,1.57,0.86,1.29,1.67,0.33,1.0,1.0,1.0,1.67,1.0,1.0,1.67,0.33,1.0,1.0
D1,22/10/2016,Hertha,FC Koln,2,1,H,0.56,0.56,1.0,0.56,0,0,1.71,1.14,1.71,0.57,2.0,0.33,1.33,0.67,2.0,1.33,1.33,1.0,2.0,0.33,1.33,0.67
D1,22/10/2016,Ingolstadt,Dortmund,3,3,D,0.0,0.44,0.0,0.33,0,0,0.57,2.0,2.43,1.0,0.33,2.0,1.67,1.33,0.67,2.0,1.33,1.33,0.33,2.0,1.67,1.33
D1,22/10/2016,Leverkusen,Hoffenheim,0,3,A,0.67,1.0,0.78,0.56,0,0,1.57,1.29,1.86,1.43,1.67,0.33,2.33,2.0,2.0,1.33,2.0,1.0,1.67,0.33,2.33,2.0
D1,23/10/2016,RB Leipzig,Werder Bremen,3,1,H,0.78,0.78,0.78,0.11,1,0,1.71,0.71,1.29,2.57,1.33,0.67,1.0,4.0,1.33,0.67,2.0,1.33,1.33,0.67,1.0,4.0
D1,23/10/2016,Schalke 04,Mainz,3,0,H,0.44,0.44,0.33,0.78,0,0,1.0,1.57,2.0,1.71,1.67,1.67,1.5,1.0,2.0,1.0,1.33,1.33,1.67,1.67,1.67,0.67
D1,28/10/2016,M'gladbach,Ein Frankfurt,0,0,D,0.11,0.44,0.78,0.67,0,0,1.25,1.5,1.62,1.0,2.0,0.5,1.25,0.5,0.0,2.0,1.67,1.0,2.0,0.33,1.67,0.33
D1,29/10/2016,Augsburg,Bayern Munich,1,3,A,0.11,0.56,0.44,0.78,0,0,0.88,1.38,2.5,0.5,0.75,1.5,1.67,0.67,1.0,1.67,1.67,1.0,1.0,1.33,1.67,0.67
D1,29/10/2016,Darmstadt,RB Leipzig,0,2,A,0.44,1.0,0.56,0.78,0,1,1.0,1.88,1.88,0.75,1.75,1.0,2.0,0.75,2.0,1.67,2.0,0.67,2.0,1.33,2.0,0.33
D1,29/10/2016,Dortmund,Schalke 04,0,0,D,0.22,0.78,0.78,0.11,0,0,2.5,1.25,1.25,1.38,3.0,0.75,0.5,1.5,1.33,2.0,2.67,0.33,3.33,0.67,0.67,1.67
D1,29/10/2016,Mainz,Ingolstadt,2,0,H,0.44,0.11,0.44,0.0,0,0,1.75,1.88,0.88,2.12,2.67,2.67,0.75,2.0,0.67,1.33,1.67,2.33,2.67,2.67,0.67,2.33
D1,29/10/2016,Werder Bremen,Freiburg,1,3,A,0.44,0.67,0.67,0.0,0,1,1.25,2.62,1.25,1.5,1.5,1.5,0.75,2.5,1.67,2.0,1.33,1.0,1.67,1.33,0.67,2.67
D1,29/10/2016,Wolfsburg,Leverkusen,1,2,A,0.11,0.33,0.11,0.33,0,0,0.62,1.38,1.38,1.5,0.25,1.5,1.5,2.0,0.33,1.33,1.0,1.67,0.33,2.0,1.67,2.0
D1,30/10/2016,FC Koln,Hamburg,3,0,H,0.44,0.11,0.78,0.11,0,0,1.62,0.75,0.25,1.88,2.0,0.5,0.25,1.5,1.33,1.33,0.0,1.67,2.0,0.67,0.0,1.0
D1,30/10/2016,Hoffenheim,Hertha,1,0,H,1.0,0.78,0.78,0.22,0,0,2.0,1.25,1.75,1.12,1.5,1.0,1.5,1.75,2.33,0.67,1.67,0.67,1.33,0.67,1.33,2.33
D1,04/11/2016,Hertha,M'gladbach,3,0,H,0.44,0.22,1.0,0.11,0,0,1.56,1.11,1.11,1.33,2.0,0.5,0.5,2.5,1.0,1.0,0.0,0.67,2.0,0.33,0.33,2.33
D1,05/11/2016,Bayern Munich,Hoffenheim,1,1,D,0.78,1.0,0.78,0.78,0,0,2.56,0.56,1.89,1.11,3.0,0.4,2.5,1.5,2.33,1.0,2.0,0.33,2.0,0.33,2.0,0.67
D1,05/11/2016,Ein Frankfurt,FC Koln,1,0,H,0.56,0.67,0.56,0.44,0,0,1.44,0.89,1.78,0.67,2.0,1.5,1.25,1.0,1.67,0.67,2.0,1.0,2.33,2.0,1.67,1.33
D1,05/11/2016,Freiburg,Wolfsburg,0,3,A,0.67,0.0,1.0,0.11,1,0,1.44,1.44,0.67,1.44,1.75,0.5,1.0,1.25,2.0,1.33,0.67,2.0,1.33,0.33,0.67,1.67
D1,05/11/2016,Hamburg,Dortmund,2,5,A,0.11,0.33,0.0,0.44,0,0,0.22,2.0,2.22,1.11,0.25,2.25,2.0,1.75,0.0,2.0,1.33,1.33,0.0,2.67,2.67,2.0
D1,05/11/2016,Ingolstadt,Augsburg,0,2,A,0.11,0.11,0.11,0.11,0,0,0.78,2.11,0.89,1.56,1.0,2.25,1.0,1.25,1.33,2.33,1.0,2.0,1.33,2.33,0.67,1.33
D1,05/11/2016,Leverkusen,Darmstadt,3,2,H,0.33,0.33,0.44,0.0,0,0,1.44,1.44,0.89,1.89,1.25,1.0,0.25,2.75,1.0,2.0,1.33,1.67,0.67,1.0,0.33,3.0
D1,06/11/2016,RB Leipzig,Mainz,3,1,H,1.0,0.67,0.78,0.44,1,0,1.89,0.67,1.78,1.67,1.75,0.75,1.2,1.4,2.0,0.33,1.33,1.33,2.0,1.0,0.67,1.33
D1,06/11/2016,Schalke 04,Werder Bremen,3,1,H,0.56,0.33,0.67,0.11,0,0,1.11,1.22,1.22,2.67,2.0,1.25,1.0,3.75,1.33,0.33,1.33,2.33,2.67,1.0,1.33,3.0
D1,18/11/2016,Leverkusen,RB Leipzig,2,3,A,0.67,1.0,0.67,0.78,0,1,1.6,1.5,2.0,0.7,1.6,1.2,2.0,0.6,1.67,2.0,2.67,0.67,1.67,1.67,1.33,0.33
D1,19/11/2016,Augsburg,Hertha,0,0,D,0.33,0.67,0.44,0.22,0,0,1.0,1.4,1.7,1.0,0.8,1.8,1.2,1.6,1.33,1.67,1.67,0.67,1.0,1.33,1.33,1.67
D1,19/11/2016,Darmstadt,Ingolstadt,0,1,A,0.33,0.11,0.44,0.0,0,0,1.0,2.0,0.7,2.1,1.4,1.2,0.6,2.0,1.67,2.0,1.0,2.33,1.67,1.67,0.33,2.0
D1,19/11/2016,Dortmund,Bayern Munich,1,0,H,0.56,0.78,0.56,0.78,0,0,2.5,1.2,2.4,0.6,2.4,0.6,2.0,0.75,2.67,1.67,2.0,0.67,1.33,0.67,2.0,1.0
D1,19/11/2016,Mainz,Freiburg,4,2,H,0.33,0.67,0.67,0.33,0,1,1.7,1.8,1.3,1.6,2.5,2.0,1.2,2.2,1.0,2.0,1.67,1.67,2.0,1.33,1.67,2.0
D1,19/11/2016,M'gladbach,FC Koln,1,2,A,0.11,0.33,0.56,0.11,0,0,1.0,1.5,1.6,0.7,1.6,0.4,1.0,1.0,0.0,1.67,1.33,1.0,0.67,0.0,0.67,1.33
D1,19/11/2016,Wolfsburg,Schalke 04,0,1,A,0.33,0.78,0.11,0.22,0,0,0.9,1.3,1.3,1.2,0.4,1.6,0.4,1.2,1.67,1.67,2.0,0.33,0.33,1.0,0.67,1.0
D1,20/11/2016,Hoffenheim,Hamburg,2,2,D,0.78,0.0,1.0,0.11,0,0,1.8,1.1,0.4,2.3,1.4,0.8,0.2,1.8,1.67,0.33,0.67,3.67,1.67,0.67,0.0,1.67
D1,20/11/2016,Werder Bremen,Ein Frankfurt,1,2,A,0.0,0.78,0.67,0.44,0,0,1.2,2.7,1.4,0.8,1.4,1.8,1.0,0.4,1.0,3.0,1.33,0.0,1.67,1.67,1.0,0.33
D1,25/11/2016,Freiburg,RB Leipzig,1,4,A,0.33,1.0,0.67,1.0,1,1,1.36,1.82,2.09,0.82,1.4,1.0,2.17,0.83,1.67,2.67,2.67,1.0,1.0,1.33,2.0,0.67
D1,26/11/2016,Bayern Munich,Leverkusen,2,1,H,0.44,0.67,0.56,0.67,0,0,2.18,0.64,1.64,1.64,2.67,0.5,1.6,1.8,1.33,1.0,2.33,2.0,1.33,0.67,2.0,1.67
D1,26/11/2016,Ein Frankfurt,Dortmund,2,1,H,0.78,0.78,0.56,0.44,0,0,1.45,0.82,2.36,1.09,1.8,1.2,2.6,1.8,1.0,0.33,2.0,0.67,2.0,1.67,2.67,2.33
D1,26/11/2016,FC Koln,Augsburg,0,0,D,0.67,0.44,0.78,0.33,0,0,1.64,0.73,0.91,1.27,2.2,0.4,1.2,1.0,1.67,0.67,1.0,1.0,2.0,0.67,1.33,1.33
D1,26/11/2016,Hamburg,Werder Bremen,2,2,D,0.11,0.0,0.0,0.11,0,0,0.55,2.27,1.18,2.64,0.6,2.8,1.0,3.6,1.33,3.33,1.0,2.67,0.67,3.0,1.33,2.67
D1,26/11/2016,Ingolstadt,Wolfsburg,1,1,D,0.33,0.33,0.11,0.33,0,0,0.73,1.91,0.82,1.27,0.8,2.2,1.4,1.0,0.33,1.33,1.33,1.0,1.33,2.33,1.67,1.67
D1,26/11/2016,M'gladbach,Hoffenheim,1,1,D,0.11,0.56,0.22,0.78,0,0,1.0,1.55,1.82,1.18,1.5,0.67,2.2,1.4,0.33,1.67,1.33,1.0,0.33,0.67,2.0,0.67
D1,27/11/2016,Hertha,Mainz,2,1,H,0.44,0.67,1.0,0.11,0,0,1.55,0.91,1.91,1.82,2.2,0.4,1.17,1.67,1.0,0.33,2.33,1.67,2.33,0.33,0.33,2.0
D1,27/11/2016,Schalke 04,Darmstadt,3,1,H,0.78,0.0,1.0,0.0,0,0,1.27,1.09,0.91,1.91,2.2,1.2,0.6,2.8,1.33,0.33,0.67,2.0,3.33,0.33,1.0,2.0
D1,02/12/2016,Mainz,Bayern Munich,1,3,A,0.33,0.44,1.0,0.44,0,0,1.83,1.83,2.17,0.67,2.8,2.0,1.6,0.8,2.0,2.33,1.0,1.0,2.67,1.0,1.67,1.33
D1,03/12/2016,Dortmund,M'gladbach,4,1,H,0.67,0.11,0.56,0.0,0,0,2.25,1.17,1.0,1.5,2.17,0.5,0.4,2.6,2.33,1.33,0.67,2.0,0.67,0.33,0.0,3.0
D1,03/12/2016,Hoffenheim,FC Koln,4,0,H,0.33,0.44,0.78,0.33,0,0,1.75,1.17,1.5,0.67,1.5,1.0,1.17,1.0,1.33,1.33,0.67,0.67,1.67,1.0,1.0,1.33
D1,03/12/2016,Leverkusen,Freiburg,1,1,D,0.33,0.0,0.33,0.33,0,1,1.58,1.67,1.33,2.0,1.67,1.5,1.33,2.5,2.0,2.33,1.0,3.67,1.67,2.67,2.0,2.33
D1,03/12/2016,RB Leipzig,Schalke 04,2,1,H,1.0,1.0,1.0,0.56,1,0,2.25,0.83,1.42,1.08,2.0,0.8,0.5,1.0,3.33,1.33,2.33,0.67,2.67,1.0,0.67,0.33
D1,03/12/2016,Werder Bremen,Ingolstadt,2,1,H,0.11,0.44,0.33,0.33,0,0,1.25,2.58,0.75,1.83,1.33,1.83,0.67,1.67,1.33,2.33,0.67,1.0,1.33,2.0,0.67,1.33
