Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeTeamOverallFormL3,AwayTeamOverallFormL3,HomeTeamHomeFormL3,AwayTeamAwayFormL3,HomeTeamPromoted,AwayTeamPromoted,HomeTeamAvgGoalsScoredOverall,HomeTeamAvgGoalsConcededOverall,AwayTeamAvgGoalsScoredOverall,AwayTeamAvgGoalsConcededOverall,HomeTeamAvgGoalsScoredHome,HomeTeamAvgGoalsConcededHome,AwayTeamAvgGoalsScoredAway,AwayTeamAvgGoalsConcededAway,HomeTeamAvgGoalsScoredOverallL3,HomeTeamAvgGoalsConcededOverallL3,AwayTeamAvgGoalsScoredOverallL3,AwayTeamAvgGoalsConcededOverallL3,HomeTeamAvgGoalsScoredHomeL3,HomeTeamAvgGoalsConcededHomeL3,AwayTeamAvgGoalsScoredAwayL3,AwayTeamAvgGoalsConcededAwayL3
E2,12/09/2017,AFC Wimbledon,Gillingham,1,1,D,0.33,0.11,0.33,0.11,0,0,0.5,1.17,0.67,1.67,0.67,1.0,0.0,1.33,0.67,1.0,1.33,2.67,0.67,1.0,0.0,1.33
E2,12/09/2017,Bristol Rvs,Oldham,2,3,A,0.67,0.11,0.67,0.11,0,0,1.67,2.0,1.17,2.33,2.0,2.0,1.33,2.0,2.0,1.67,2.0,2.67,2.0,2.0,1.33,2.0
E2,12/09/2017,Charlton,Wigan,0,3,A,1.0,0.44,1.0,0.67,0,0,2.17,1.17,1.6,0.6,2.33,0.67,1.0,0.33,2.67,1.33,1.0,0.67,2.33,0.67,1.0,0.33
E2,12/09/2017,Fleetwood Town,Bury,3,2,H,0.44,0.11,0.78,0.11,0,0,1.6,1.0,1.0,1.83,2.0,0.67,1.0,2.33,1.67,1.67,0.67,1.33,2.0,0.67,1.0,2.33
E2,12/09/2017,Northampton,Portsmouth,3,1,H,0.33,0.44,0.33,0.44,0,1,0.6,2.0,1.0,1.0,0.67,1.67,1.0,1.33,1.0,2.67,1.0,0.67,0.67,1.67,1.0,1.33
E2,12/09/2017,Oxford,Bradford,2,2,D,0.56,0.78,0.78,0.78,0,0,1.67,0.5,2.0,1.17,2.33,0.33,2.33,1.33,1.67,0.67,3.0,1.67,2.33,0.33,2.33,1.33
E2,12/09/2017,Peterboro,Milton Keynes Dons,2,0,H,0.44,0.44,0.67,0.33,0,0,2.17,1.17,0.67,1.17,1.67,1.67,0.67,1.67,1.67,1.33,1.0,1.67,1.67,1.67,0.67,1.67
E2,12/09/2017,Plymouth,Blackpool,1,3,A,0.0,0.78,0.33,0.22,1,1,0.83,1.67,1.33,1.0,0.67,1.67,1.33,1.67,0.33,2.33,1.0,0.33,0.67,1.67,1.33,1.67
E2,12/09/2017,Rochdale,Doncaster,2,1,H,0.22,0.11,0.22,0.33,0,1,0.5,1.5,1.0,1.17,0.33,1.33,1.0,1.33,0.0,1.0,0.0,1.0,0.33,1.33,1.0,1.33
E2,12/09/2017,Rotherham,Walsall,5,1,H,0.67,0.44,0.67,0.11,0,0,1.67,1.33,1.5,1.5,2.67,1.33,0.67,1.33,1.33,1.33,2.0,2.0,2.67,1.33,0.67,1.33
E2,12/09/2017,Scunthorpe,Blackburn,0,1,A,0.78,1.0,0.56,0.67,0,0,1.33,0.33,2.0,1.2,0.67,0.33,1.67,0.67,1.67,0.0,2.67,0.33,0.67,0.33,1.67,0.67
E2,12/09/2017,Shrewsbury,Southend,1,0,H,0.78,0.22,1.0,0.11,0,0,1.5,0.67,1.17,2.0,1.67,0.67,1.33,3.33,1.33,0.67,1.33,1.67,1.67,0.67,1.33,3.33
E2,16/09/2017,Blackburn,AFC Wimbledon,0,1,A,1.0,0.11,0.5,0.11,0,0,1.83,1.0,0.57,1.14,2.5,2.0,0.33,1.33,2.67,0.33,0.33,1.33,2.5,2.0,0.33,1.33
E2,16/09/2017,Blackpool,Oxford,3,1,H,0.78,0.56,1.0,0.44,1,0,1.57,1.0,1.71,0.71,1.33,0.33,1.0,0.67,1.33,0.33,2.0,1.0,1.33,0.33,1.0,0.67
E2,16/09/2017,Bradford,Rotherham,1,0,H,0.78,1.0,0.67,0.33,0,0,2.0,1.29,2.14,1.29,1.67,1.0,0.67,1.33,2.67,1.33,3.0,1.0,1.67,1.0,0.67,1.33
E2,16/09/2017,Bury,Plymouth,0,0,D,0.0,0.0,0.33,0.11,0,1,1.14,2.0,0.86,1.86,1.0,1.33,1.0,1.67,1.33,2.33,0.67,2.0,1.0,1.33,1.0,1.67
E2,16/09/2017,Gillingham,Charlton,1,0,H,0.11,0.67,0.11,0.67,0,0,0.71,1.57,1.86,1.43,1.33,2.0,2.0,1.67,0.67,2.0,2.0,2.33,1.33,2.0,2.0,1.67
E2,16/09/2017,Milton Keynes Dons,Rochdale,3,2,H,0.44,0.44,0.44,0.11,0,0,0.57,1.29,0.71,1.43,0.67,0.67,0.67,1.67,0.67,1.0,0.67,1.33,0.67,0.67,0.67,1.67
E2,16/09/2017,Oldham,Shrewsbury,1,2,A,0.44,1.0,0.0,0.78,0,0,1.43,2.29,1.43,0.57,1.0,2.67,1.33,0.67,2.67,2.67,1.33,0.33,1.0,2.67,1.33,0.67
E2,16/09/2017,Portsmouth,Fleetwood Town,4,1,H,0.33,0.44,0.44,0.5,1,0,1.0,1.29,1.83,1.17,1.0,0.67,1.0,1.5,1.0,1.33,2.0,2.33,1.0,0.67,1.0,1.5
E2,16/09/2017,Southend,Northampton,2,2,D,0.11,0.67,0.56,0.0,0,0,1.0,1.86,1.0,1.83,1.0,0.67,0.5,2.5,0.33,1.0,1.67,1.67,1.0,0.67,0.5,2.5
E2,16/09/2017,Walsall,Peterboro,1,1,D,0.33,0.44,0.78,0.78,0,0,1.43,2.0,2.14,1.0,2.33,1.67,2.67,0.67,1.33,2.67,1.0,1.0,2.33,1.67,2.67,0.67
E2,16/09/2017,Wigan,Bristol Rvs,3,0,H,0.44,0.33,0.67,0.33,0,0,1.83,0.5,1.71,2.14,2.5,1.0,1.33,2.0,1.33,0.67,1.67,2.33,2.5,1.0,1.33,2.0
E2,17/09/2017,Doncaster,Scunthorpe,0,1,A,0.11,0.44,0.33,0.78,1,0,1.0,1.29,1.14,0.43,1.0,1.0,2.0,0.33,0.33,1.0,0.33,0.33,1.0,1.0,2.0,0.33
E2,19/09/2017,Wigan,Northampton,1,0,H,0.67,0.78,0.78,0.11,0,0,2.0,0.43,1.14,1.86,2.67,0.67,1.0,2.33,2.0,0.33,2.0,1.0,2.67,0.67,1.0,2.33
E2,22/09/2017,AFC Wimbledon,Milton Keynes Dons,0,2,A,0.44,0.67,0.44,0.33,0,0,0.62,1.0,0.88,1.38,0.75,1.0,0.5,1.75,0.67,1.0,1.33,1.33,1.0,1.0,0.67,2.0
E2,23/09/2017,Bristol Rvs,Blackpool,3,1,H,0.33,0.78,0.67,0.56,0,1,1.5,2.25,1.75,1.0,2.0,2.25,1.75,1.5,1.33,2.33,2.0,0.67,2.33,1.67,2.0,1.33
E2,23/09/2017,Charlton,Bury,1,1,D,0.33,0.11,0.67,0.11,0,0,1.62,1.38,1.0,1.75,1.75,1.25,1.25,2.5,0.67,1.67,1.33,2.0,2.0,1.67,1.33,2.0
