Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeTeamOverallFormL3,AwayTeamOverallFormL3,HomeTeamHomeFormL3,AwayTeamAwayFormL3,HomeTeamPromoted,AwayTeamPromoted,HomeTeamAvgGoalsScoredOverall,HomeTeamAvgGoalsConcededOverall,AwayTeamAvgGoalsScoredOverall,AwayTeamAvgGoalsConcededOverall,HomeTeamAvgGoalsScoredHome,HomeTeamAvgGoalsConcededHome,AwayTeamAvgGoalsScoredAway,AwayTeamAvgGoalsConcededAway,HomeTeamAvgGoalsScoredOverallL3,HomeTeamAvgGoalsConcededOverallL3,AwayTeamAvgGoalsScoredOverallL3,AwayTeamAvgGoalsConcededOverallL3,HomeTeamAvgGoalsScoredHomeL3,HomeTeamAvgGoalsConcededHomeL3,AwayTeamAvgGoalsScoredAwayL3,AwayTeamAvgGoalsConcededAwayL3
F1,22/09/2017,Lille,Monaco,0,4,A,0.22,0.67,0.44,0.67,0,0,0.67,1.17,2.83,1.33,1.0,0.67,1.67,1.67,0.33,0.67,3.0,1.67,1.0,0.67,1.67,1.67
F1,22/09/2017,Nice,Angers,2,2,D,0.67,0.22,0.67,0.56,0,0,1.33,1.0,1.17,1.0,2.33,0.67,1.33,0.67,1.67,1.0,0.67,1.0,2.33,0.67,1.33,0.67
F1,23/09/2017,Bordeaux,Guingamp,3,1,H,0.78,0.67,1.0,0.33,0,0,1.67,1.0,1.17,1.33,2.0,0.5,1.33,1.67,1.0,0.33,1.33,0.67,2.0,0.5,1.33,1.67
F1,23/09/2017,Caen,Amiens,1,0,H,0.67,0.67,0.67,0.33,0,1,0.83,0.67,0.67,1.5,1.0,0.67,0.33,1.67,1.0,0.67,1.33,0.67,1.0,0.67,0.33,1.67
F1,23/09/2017,Lyon,Dijon,3,3,D,0.44,0.33,0.78,0.11,0,0,1.83,1.17,1.0,2.17,3.0,1.33,1.0,2.33,0.67,1.0,1.0,1.33,3.0,1.33,1.0,2.33
F1,23/09/2017,Metz,Troyes,0,1,A,0.33,0.11,0.0,0.5,0,1,0.5,2.0,0.67,1.0,0.67,3.0,1.5,1.5,0.67,2.0,0.33,1.0,0.67,3.0,1.5,1.5
F1,23/09/2017,Montpellier,Paris SG,0,0,D,0.33,1.0,0.44,1.0,0,0,0.67,0.83,3.5,0.5,0.67,0.67,4.0,0.5,0.67,1.0,3.33,0.33,0.67,0.67,4.0,0.5
F1,24/09/2017,Marseille,Toulouse,2,0,H,0.33,0.44,0.44,0.11,0,0,1.5,1.67,1.33,2.0,1.67,1.33,1.33,3.0,1.33,3.0,1.0,1.0,1.67,1.33,1.33,3.0
F1,24/09/2017,St Etienne,Rennes,2,2,D,0.44,0.33,0.78,0.44,0,0,1.17,0.67,1.5,1.67,1.67,0.33,2.0,1.67,0.67,1.33,1.67,1.67,1.67,0.33,2.0,1.67
F1,24/09/2017,Strasbourg,Nantes,1,2,A,0.0,0.78,0.5,0.67,1,0,0.67,1.83,0.5,0.67,1.5,0.5,0.67,1.0,0.0,2.0,0.67,0.0,1.5,0.5,0.67,1.0
