Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeTeamOverallFormL3,AwayTeamOverallFormL3,HomeTeamHomeFormL3,AwayTeamAwayFormL3,HomeTeamPromoted,AwayTeamPromoted,HomeTeamAvgGoalsScoredOverall,HomeTeamAvgGoalsConcededOverall,AwayTeamAvgGoalsScoredOverall,AwayTeamAvgGoalsConcededOverall,HomeTeamAvgGoalsScoredHome,HomeTeamAvgGoalsConcededHome,AwayTeamAvgGoalsScoredAway,AwayTeamAvgGoalsConcededAway,HomeTeamAvgGoalsScoredOverallL3,HomeTeamAvgGoalsConcededOverallL3,AwayTeamAvgGoalsScoredOverallL3,AwayTeamAvgGoalsConcededOverallL3,HomeTeamAvgGoalsScoredHomeL3,HomeTeamAvgGoalsConcededHomeL3,AwayTeamAvgGoalsScoredAwayL3,AwayTeamAvgGoalsConcededAwayL3
I1,30/09/2017,Genoa,Bologna,0,1,A,0.11,0.44,0.11,0.67,0,0,0.83,1.67,0.83,1.17,1.67,2.67,1.0,0.67,1.0,1.67,1.0,1.0,1.67,2.67,1.0,0.67
I1,30/09/2017,Udinese,Sampdoria,4,0,H,0.0,0.56,0.33,0.56,0,0,1.33,2.17,1.6,0.8,1.33,1.67,1.33,1.0,1.33,2.67,1.33,0.67,1.33,1.67,1.33,1.0
I1,01/10/2017,Atalanta,Juventus,2,2,D,0.56,1.0,0.67,1.0,0,0,1.67,1.33,3.0,0.5,2.33,1.0,3.5,1.5,2.33,1.0,2.67,0.33,2.33,1.0,3.5,1.5
I1,01/10/2017,Benevento,Inter,1,2,A,0.0,0.78,0.0,0.78,1,0,0.17,2.67,2.0,0.33,0.0,2.0,2.0,0.67,0.0,4.0,1.33,0.33,0.0,2.0,2.0,0.67
I1,01/10/2017,Chievo,Fiorentina,2,1,H,0.56,0.44,0.17,0.33,0,0,1.17,1.33,1.5,1.33,1.0,1.5,1.67,1.33,1.33,0.67,1.0,1.0,1.0,1.5,1.67,1.33
I1,01/10/2017,Lazio,Sassuolo,6,1,H,0.67,0.33,0.44,0.33,0,0,2.17,1.33,0.5,1.5,1.67,1.67,0.67,1.67,2.33,2.0,0.67,1.33,1.67,1.67,0.67,1.67
I1,01/10/2017,Milan,Roma,0,2,A,0.67,1.0,1.0,1.0,0,0,1.67,1.33,2.4,0.8,2.0,0.67,2.5,0.0,1.33,1.0,3.33,0.33,2.0,0.67,2.5,0.0
I1,01/10/2017,Napoli,Cagliari,3,0,H,1.0,0.33,1.0,0.33,0,0,3.67,0.83,0.67,1.33,4.5,0.5,1.0,1.67,4.33,1.0,0.67,1.0,4.5,0.5,1.0,1.67
I1,01/10/2017,Spal,Crotone,1,1,D,0.0,0.33,0.33,0.0,1,0,0.83,1.83,0.5,1.83,1.67,2.33,0.5,3.0,0.67,2.33,1.0,2.33,1.67,2.33,0.5,3.0
I1,01/10/2017,Torino,Verona,2,2,D,0.44,0.11,0.67,0.17,0,1,1.67,1.5,0.17,2.33,2.5,1.0,0.0,1.5,1.67,2.67,0.0,2.0,2.5,1.0,0.0,1.5
I1,14/10/2017,Juventus,Lazio,1,2,A,0.78,0.67,1.0,1.0,0,0,2.86,0.71,2.71,1.29,2.75,0.0,2.67,1.0,2.33,0.67,3.33,1.67,2.67,0.0,2.67,1.0
I1,14/10/2017,Roma,Napoli,0,1,A,1.0,1.0,0.67,1.0,0,0,2.33,0.67,3.57,0.71,2.33,1.33,3.25,1.0,3.0,0.33,3.33,1.0,2.33,1.33,3.33,1.0
I1,15/10/2017,Bologna,Spal,2,1,H,0.78,0.11,0.22,0.11,0,1,0.86,1.0,0.86,1.71,0.67,1.67,0.0,1.33,1.0,0.33,1.0,2.0,0.67,1.67,0.0,1.33
I1,15/10/2017,Cagliari,Genoa,2,3,A,0.0,0.11,0.33,0.11,0,0,0.57,1.57,0.71,1.57,0.33,1.0,0.0,0.67,0.0,2.0,0.33,1.0,0.33,1.0,0.0,0.67
I1,15/10/2017,Crotone,Torino,2,2,D,0.44,0.44,0.44,0.67,0,0,0.57,1.71,1.71,1.57,0.5,1.25,1.25,1.75,1.33,2.0,1.67,2.67,0.67,0.67,1.33,2.0
I1,15/10/2017,Fiorentina,Udinese,2,1,H,0.11,0.33,0.44,0.0,0,0,1.43,1.43,1.71,1.86,1.33,1.33,1.33,2.67,0.67,1.33,2.33,2.0,1.33,1.33,1.33,2.67
I1,15/10/2017,Inter,Milan,3,2,H,0.78,0.33,1.0,0.33,0,0,2.0,0.43,1.43,1.43,2.0,0.0,1.33,2.0,1.33,0.67,0.67,1.33,2.0,0.0,1.33,2.0
I1,15/10/2017,Sampdoria,Atalanta,3,1,H,0.44,0.56,1.0,0.22,0,0,1.33,1.33,1.71,1.43,2.0,0.5,1.0,1.67,0.67,1.33,2.67,1.33,2.0,0.5,1.0,1.67
I1,15/10/2017,Sassuolo,Chievo,0,0,D,0.33,0.78,0.11,0.44,0,0,0.57,2.14,1.29,1.29,0.33,1.33,1.25,1.25,0.67,2.33,1.67,0.67,0.33,1.33,1.0,1.33
I1,16/10/2017,Verona,Benevento,1,0,H,0.22,0.0,0.11,0.0,1,1,0.43,2.29,0.29,2.57,0.25,2.75,0.33,3.33,0.67,1.67,0.33,2.67,0.0,2.67,0.33,3.33
I1,21/10/2017,Napoli,Inter,0,0,D,1.0,1.0,1.0,0.78,0,0,3.25,0.62,2.12,0.62,4.0,0.33,2.0,0.75,2.33,0.67,2.0,1.0,4.0,0.33,1.67,0.67
I1,21/10/2017,Sampdoria,Crotone,5,0,H,0.67,0.56,1.0,0.11,0,0,1.57,1.29,0.75,1.75,2.33,0.67,0.67,2.33,1.67,1.67,1.67,1.0,2.33,0.67,0.67,2.33
I1,22/10/2017,Atalanta,Bologna,1,0,H,0.22,1.0,0.78,0.67,0,0,1.62,1.62,1.0,1.0,2.25,1.25,1.0,0.5,1.33,2.0,1.33,0.33,3.0,1.33,1.0,0.67
I1,22/10/2017,Benevento,Fiorentina,0,3,A,0.0,0.44,0.0,0.33,1,0,0.25,2.38,1.5,1.38,0.25,2.0,1.5,1.5,0.33,1.67,1.33,1.33,0.33,2.33,2.0,1.0
I1,22/10/2017,Chievo,Verona,3,2,H,0.78,0.44,0.44,0.22,0,1,1.12,1.12,0.5,2.0,1.33,1.33,0.67,1.67,1.33,0.33,1.0,1.67,1.33,1.33,0.67,1.67
I1,22/10/2017,Lazio,Cagliari,3,0,H,1.0,0.0,0.67,0.33,0,0,2.62,1.25,0.75,1.75,2.75,1.5,0.75,2.0,3.67,0.67,0.67,2.67,3.67,2.0,1.0,1.67
I1,22/10/2017,Milan,Genoa,0,0,D,0.0,0.33,0.67,0.33,0,0,1.5,1.62,1.0,1.62,1.5,1.0,0.75,1.0,0.67,2.33,1.0,1.33,1.33,1.0,1.0,1.33
I1,22/10/2017,Spal,Sassuolo,0,1,A,0.11,0.11,0.11,0.33,1,0,0.88,1.75,0.5,1.88,1.5,2.0,0.75,2.75,1.33,2.0,0.33,2.33,1.0,2.0,1.0,2.67
I1,22/10/2017,Torino,Roma,0,1,A,0.22,0.67,0.56,1.0,0,0,1.75,1.62,2.0,0.71,2.33,1.33,2.33,0.0,1.33,2.67,1.67,0.67,2.33,1.33,2.33,0.0
I1,22/10/2017,Udinese,Juventus,2,6,A,0.33,0.44,0.67,0.78,0,0,1.62,1.88,2.62,0.88,2.0,1.25,3.0,1.67,2.0,1.67,2.33,1.33,2.33,1.0,3.0,1.67
I1,24/10/2017,Inter,Sampdoria,3,2,H,0.78,0.67,1.0,0.22,0,0,1.89,0.56,2.0,1.12,2.25,0.5,1.0,1.75,1.67,1.0,2.67,1.67,2.0,0.67,0.67,2.0
I1,25/10/2017,Atalanta,Verona,3,0,H,0.44,0.44,0.78,0.11,0,1,1.56,1.44,0.67,2.11,2.0,1.0,1.0,2.0,1.33,1.67,1.67,1.67,2.67,1.0,1.33,2.67
I1,25/10/2017,Bologna,Lazio,1,2,A,0.67,1.0,0.44,1.0,0,0,0.89,1.0,2.67,1.11,1.0,1.5,2.5,1.0,1.0,0.67,3.67,0.67,1.0,1.67,2.67,1.0
I1,25/10/2017,Cagliari,Benevento,2,1,H,0.0,0.0,0.0,0.0,0,1,0.67,1.89,0.22,2.44,0.75,1.5,0.25,2.75,0.67,3.0,0.33,2.0,0.67,2.0,0.0,3.0
I1,25/10/2017,Chievo,Milan,1,4,A,0.78,0.11,0.78,0.0,0,0,1.33,1.22,1.33,1.44,1.75,1.5,1.5,2.25,1.67,1.0,0.67,1.67,2.0,1.33,1.0,3.0
I1,25/10/2017,Fiorentina,Torino,3,0,H,0.67,0.22,0.78,0.44,0,0,1.67,1.22,1.56,1.56,1.5,1.25,1.4,1.8,2.0,1.0,1.33,1.67,1.67,1.0,1.67,2.67
I1,25/10/2017,Genoa,Napoli,2,3,A,0.44,0.78,0.11,1.0,0,0,0.89,1.44,2.89,0.56,1.25,2.25,2.8,0.8,1.0,1.0,1.33,0.0,1.0,1.67,2.67,1.0
I1,25/10/2017,Juventus,Spal,4,1,H,0.44,0.11,0.67,0.0,0,1,3.0,1.0,0.78,1.67,2.4,0.4,0.25,1.5,3.0,2.0,0.67,1.33,2.0,0.67,0.33,2.0
I1,25/10/2017,Roma,Crotone,1,0,H,0.67,0.22,0.67,0.11,0,0,1.88,0.62,0.67,2.11,1.75,1.25,0.5,3.0,1.0,0.33,1.0,2.67,2.0,0.67,0.67,3.67
I1,25/10/2017,Sassuolo,Udinese,0,1,A,0.44,0.33,0.11,0.0,0,0,0.56,1.67,1.67,2.33,0.25,1.0,1.25,2.5,0.67,2.0,2.33,2.67,0.33,1.33,1.0,2.33
