Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeTeamOverallFormL3,AwayTeamOverallFormL3,HomeTeamHomeFormL3,AwayTeamAwayFormL3,HomeTeamPromoted,AwayTeamPromoted,HomeTeamAvgGoalsScoredOverall,HomeTeamAvgGoalsConcededOverall,AwayTeamAvgGoalsScoredOverall,AwayTeamAvgGoalsConcededOverall,HomeTeamAvgGoalsScoredHome,HomeTeamAvgGoalsConcededHome,AwayTeamAvgGoalsScoredAway,AwayTeamAvgGoalsConcededAway,HomeTeamAvgGoalsScoredOverallL3,HomeTeamAvgGoalsConcededOverallL3,AwayTeamAvgGoalsScoredOverallL3,AwayTeamAvgGoalsConcededOverallL3,HomeTeamAvgGoalsScoredHomeL3,HomeTeamAvgGoalsConcededHomeL3,AwayTeamAvgGoalsScoredAwayL3,AwayTeamAvgGoalsConcededAwayL3
D1,05/10/2018,Werder Bremen,Wolfsburg,2,0,H,0.67,0.22,0.56,0.67,0,0,1.83,1.33,1.67,1.5,1.67,1.0,1.5,0.5,2.33,1.67,1.0,1.67,1.67,1.0,1.5,0.5
D1,06/10/2018,Bayern Munich,M'gladbach,0,3,A,0.44,0.44,0.78,0.22,0,0,2.0,0.83,2.0,1.5,2.33,1.0,1.67,2.33,1.0,1.0,2.33,2.33,2.33,1.0,1.67,2.33
D1,06/10/2018,Dortmund,Augsburg,4,3,H,0.78,0.44,1.0,0.44,0,0,3.17,0.83,1.83,1.5,4.67,0.67,1.33,1.33,4.0,1.0,2.33,1.67,4.67,0.67,1.33,1.33
D1,06/10/2018,Fortuna Dusseldorf,Schalke 04,0,2,A,0.11,0.33,0.33,0.0,1,0,0.83,1.5,0.5,1.5,1.33,1.67,0.67,1.67,0.33,1.67,0.33,1.0,1.33,1.67,0.67,1.67
D1,06/10/2018,Hannover,Stuttgart,3,1,H,0.0,0.44,0.17,0.11,0,0,0.83,2.17,0.83,1.67,0.5,1.5,1.0,2.0,0.67,3.0,0.67,1.0,0.5,1.5,1.0,2.0
D1,06/10/2018,Mainz,Hertha,0,0,D,0.11,0.67,0.78,0.44,0,0,0.67,0.67,2.0,1.17,1.0,0.33,1.67,1.67,0.0,0.67,2.33,1.67,1.0,0.33,1.67,1.67
D1,07/10/2018,Freiburg,Leverkusen,0,0,D,0.67,0.67,0.44,0.33,0,0,1.5,2.17,1.17,2.17,1.33,1.67,1.0,2.0,1.67,1.67,1.67,1.67,1.33,1.67,1.0,2.0
D1,07/10/2018,Hoffenheim,Ein Frankfurt,1,2,A,0.44,0.44,0.44,0.33,0,0,1.67,1.67,1.67,1.67,1.67,1.33,1.33,2.0,1.67,1.33,2.0,1.67,1.67,1.33,1.33,2.0
D1,07/10/2018,RB Leipzig,Nurnberg,6,0,H,0.78,0.67,0.78,0.11,0,1,1.67,1.5,1.17,1.67,2.0,1.0,0.33,3.0,1.67,0.67,1.67,2.33,2.0,1.0,0.33,3.0
D1,19/10/2018,Ein Frankfurt,Fortuna Dusseldorf,7,1,H,0.67,0.0,0.44,0.22,0,1,1.71,1.57,0.71,1.57,2.0,1.33,0.33,1.33,2.33,1.67,0.33,2.33,2.0,1.33,0.33,1.33
