Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeTeamOverallFormL3,AwayTeamOverallFormL3,HomeTeamHomeFormL3,AwayTeamAwayFormL3,HomeTeamPromoted,AwayTeamPromoted,HomeTeamAvgGoalsScoredOverall,HomeTeamAvgGoalsConcededOverall,AwayTeamAvgGoalsScoredOverall,AwayTeamAvgGoalsConcededOverall,HomeTeamAvgGoalsScoredHome,HomeTeamAvgGoalsConcededHome,AwayTeamAvgGoalsScoredAway,AwayTeamAvgGoalsConcededAway,HomeTeamAvgGoalsScoredOverallL3,HomeTeamAvgGoalsConcededOverallL3,AwayTeamAvgGoalsScoredOverallL3,AwayTeamAvgGoalsConcededOverallL3,HomeTeamAvgGoalsScoredHomeL3,HomeTeamAvgGoalsConcededHomeL3,AwayTeamAvgGoalsScoredAwayL3,AwayTeamAvgGoalsConcededAwayL3
SP1,28/09/2018,Vallecano,Espanol,2,2,D,0.44,0.67,0.0,0.11,1,0,1.0,2.4,1.0,0.67,1.0,4.5,0.67,1.33,1.33,2.33,0.67,0.33,1.0,4.5,0.67,1.33
SP1,29/09/2018,Barcelona,Ath Bilbao,1,1,D,0.44,0.22,0.78,0.33,0,0,2.83,1.17,1.4,1.8,4.33,1.33,2.0,2.0,1.67,1.67,1.0,2.0,4.33,1.33,2.0,2.0
SP1,29/09/2018,Eibar,Sevilla,1,3,A,0.44,0.67,0.67,0.67,0,0,0.83,1.17,2.17,1.0,1.33,1.0,3.33,1.33,0.67,0.67,3.0,1.33,1.33,1.0,3.33,1.33
SP1,29/09/2018,Real Madrid,Ath Madrid,0,0,D,0.44,0.78,1.0,0.44,0,0,2.0,1.0,1.33,0.67,2.33,0.33,1.0,1.0,0.67,1.33,2.0,0.33,2.33,0.33,1.0,1.0
SP1,29/09/2018,Sociedad,Valencia,0,1,A,0.44,0.33,0.17,0.22,0,0,1.5,1.5,0.67,1.0,1.5,2.0,0.67,1.33,1.33,1.33,0.33,0.33,1.5,2.0,0.67,1.33
SP1,30/09/2018,Betis,Leganes,1,0,H,0.56,0.33,0.44,0.0,0,0,0.67,0.83,1.0,1.83,1.0,1.67,0.67,2.33,1.0,0.67,0.67,1.0,1.0,1.67,0.67,2.33
SP1,30/09/2018,Huesca,Girona,1,1,D,0.0,0.44,0.0,0.67,1,0,1.0,2.67,1.17,1.5,0.0,1.0,1.5,1.0,0.0,1.67,1.67,1.67,0.0,1.0,1.5,1.0
SP1,30/09/2018,Levante,Alaves,2,1,H,0.0,0.78,0.11,0.67,0,0,1.5,2.17,1.5,1.0,1.67,3.33,2.0,1.33,1.0,3.0,2.33,0.67,1.67,3.33,2.0,1.33
SP1,30/09/2018,Villarreal,Valladolid,0,1,A,0.78,0.44,0.11,0.33,0,1,0.83,0.5,0.83,1.0,0.33,1.0,1.0,1.0,1.33,0.0,1.67,1.67,0.33,1.0,1.0,1.0
SP1,01/10/2018,Celta,Getafe,1,1,D,0.22,0.44,0.56,0.44,0,0,1.83,1.5,0.83,0.83,2.0,1.33,1.0,1.0,2.0,2.33,1.0,1.0,2.0,1.33,1.0,1.0
SP1,05/10/2018,Ath Bilbao,Sociedad,1,3,A,0.22,0.44,0.22,0.44,0,0,1.33,1.67,1.29,1.43,1.25,1.75,1.5,1.25,1.0,2.0,1.0,1.0,1.0,2.0,1.33,1.33
SP1,06/10/2018,Alaves,Real Madrid,1,0,H,0.44,0.44,0.56,0.44,0,0,1.43,1.14,1.71,0.86,1.0,0.67,1.67,1.67,2.33,1.33,0.33,1.0,1.0,0.67,1.67,1.67
SP1,06/10/2018,Getafe,Levante,0,1,A,0.22,0.33,0.44,0.33,0,0,0.86,0.86,1.57,2.0,0.67,0.67,1.33,1.0,0.67,1.33,1.67,3.0,0.67,0.67,1.33,1.0
SP1,06/10/2018,Girona,Eibar,2,3,A,0.22,0.33,0.33,0.11,0,0,1.14,1.43,0.86,1.43,1.0,1.75,0.33,1.33,1.0,1.33,0.67,1.33,1.33,2.33,0.33,1.33
SP1,06/10/2018,Leganes,Vallecano,1,0,H,0.33,0.22,0.44,0.44,0,1,0.86,1.71,1.17,2.33,1.33,1.33,1.0,1.0,0.67,1.0,1.67,3.0,1.33,1.33,1.0,1.0
SP1,07/10/2018,Ath Madrid,Betis,1,0,H,0.78,0.78,0.78,0.56,0,0,1.14,0.57,0.71,0.71,1.67,0.33,0.33,0.0,1.67,0.0,1.33,0.67,1.67,0.33,0.33,0.0
SP1,07/10/2018,Espanol,Villarreal,3,1,H,0.44,0.44,1.0,0.78,0,0,1.14,0.86,0.71,0.57,1.33,0.0,1.33,0.0,1.0,1.0,1.0,0.33,1.33,0.0,1.33,0.0
SP1,07/10/2018,Sevilla,Celta,2,1,H,1.0,0.33,0.44,0.44,0,0,2.29,1.0,1.71,1.43,1.0,0.67,1.67,1.67,4.0,1.0,1.67,1.67,1.0,0.67,1.67,1.67
SP1,07/10/2018,Valencia,Barcelona,1,1,D,0.56,0.22,0.33,0.67,0,0,0.71,0.86,2.57,1.14,0.67,0.67,1.33,1.0,0.67,0.33,1.33,1.67,0.67,0.67,1.33,1.0
SP1,07/10/2018,Valladolid,Huesca,1,0,H,0.78,0.11,0.33,0.11,1,1,0.86,0.86,1.0,2.43,0.67,1.0,1.5,3.5,2.0,1.33,0.33,1.67,0.67,1.0,1.33,4.33
SP1,19/10/2018,Celta,Alaves,0,1,A,0.22,0.44,0.56,0.67,0,0,1.62,1.5,1.38,1.0,1.75,1.25,1.75,1.5,1.0,1.33,1.0,1.0,2.0,1.33,2.33,1.0
SP1,20/10/2018,Barcelona,Sevilla,4,2,H,0.22,1.0,0.56,0.67,0,0,2.38,1.12,2.25,1.0,3.5,1.25,3.25,1.25,1.0,1.33,2.67,0.67,3.67,1.67,3.0,1.33
SP1,20/10/2018,Real Madrid,Levante,1,2,A,0.11,0.67,0.78,0.33,0,0,1.5,0.88,1.5,1.75,1.75,0.25,1.25,0.75,0.0,1.33,1.33,1.0,1.67,0.33,0.67,1.0
SP1,20/10/2018,Valencia,Leganes,1,1,D,0.56,0.67,0.33,0.0,0,0,0.75,0.88,0.88,1.5,0.75,0.75,0.5,2.0,1.0,0.67,1.0,0.67,0.67,0.67,0.33,2.0
SP1,20/10/2018,Villarreal,Ath Madrid,1,1,D,0.33,0.78,0.11,0.44,0,0,0.75,0.88,1.12,0.5,0.25,1.0,0.75,0.75,1.33,1.33,1.33,0.0,0.0,0.67,0.67,0.67
SP1,21/10/2018,Betis,Valladolid,0,1,A,0.67,1.0,0.78,0.56,0,1,0.62,0.75,0.88,0.75,1.0,1.25,1.0,0.75,0.67,0.33,1.33,0.33,1.33,0.67,1.33,1.0
SP1,21/10/2018,Eibar,Ath Bilbao,1,1,D,0.33,0.11,0.67,0.33,0,0,1.12,1.5,1.29,1.86,1.25,1.5,1.5,1.5,1.33,2.0,0.67,2.33,1.33,1.33,1.5,1.5
SP1,21/10/2018,Huesca,Espanol,0,2,A,0.11,0.78,0.11,0.11,1,0,0.88,2.25,1.38,0.88,0.33,1.0,1.0,1.5,0.33,1.67,2.0,1.0,0.33,1.0,1.0,1.67
